what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413506573
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413507834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413509706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413523033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413525113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413525218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413568672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413605894
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413610369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413611134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413633133
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413633244
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413635523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1586413639543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1586413642404
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413643470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1586413651141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413656477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413663782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1586413670210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1586413671537
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413682080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1586413683060
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586413683873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1586413684666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413687364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413694973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413697214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413697738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413699402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413701836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413702704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413712566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413721945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413722034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413722950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413745437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413778148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413784485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586413801249
