what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1586399089887
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1586399089888
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1586399089888
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1586399089888
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1586399089889
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1586399089889
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1586399089889
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1586399089890
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1586399089890
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1586399089890
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1586399089891
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1586399089892
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1586399089892
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1586399089893
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1586399089893
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1586399089893
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1586399089894
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1586399089894
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1586399089894
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1586399089901
os,sysinfo,,,"win32",1586399089903
arch,sysinfo,,,"x86",1586399089903
ws,sysinfo,,,"win32",1586399089903
locale,sysinfo,,,"zh_CN",1586399089903
processors,sysinfo,,,"8",1586399089903
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1586399089903
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1586399089903
java.specification.name,sysinfo,,,"Java Platform API Specification",1586399089903
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1586399089903
java.specification.version,sysinfo,,,"1.6",1586399089903
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1586399089903
java.version,sysinfo,,,"1.6.0_23",1586399089903
java.vm.info,sysinfo,,,"mixed mode",1586399089903
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1586399089903
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1586399089903
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1586399089903
java.vm.specification.version,sysinfo,,,"1.0",1586399089903
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1586399089903
java.vm.version,sysinfo,,,"19.0-b09",1586399089903
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1586399093282
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586399093786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586399093841
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1586399094869
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1586399101046
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1586399101050
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1586399101051
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1586399101051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586399105396
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1586399106452
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1586399108124
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1586399108195
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586399108570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586399109239
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586399111538
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586399114189
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1586399129339
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1586399129344
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586399130220
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586399130221
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1586399130233
